ref_name,dis_name,mos,trc,ref_width,ref_height,ref_bits,dis_width,dis_height,dis_bits,codec
Buildings2.mp4,Buildings2_AVS3_QP40.mp4,4.274346848439976,HLG,3840,2160,10,3840,2160,10,AVS
Buildings2.mp4,Buildings2_DCVC-RT_QP0.mp4,1.998572722843096,HLG,3840,2160,10,3840,2160,10,DCVC-RT
Buildings2.mp4,Buildings2_DCVC-RT_QP10.mp4,3.37201877779931,HLG,3840,2160,10,3840,2160,10,DCVC-RT
Buildings2.mp4,Buildings2_DCVC-RT_QP21.mp4,3.393324229169502,HLG,3840,2160,10,3840,2160,10,DCVC-RT
Buildings2.mp4,Buildings2_DCVC-RT_QP42.mp4,4.312492681614265,HLG,3840,2160,10,3840,2160,10,DCVC-RT
Buildings2.mp4,Buildings2_EEM_QP0.mp4,2.899630135198652,HLG,3840,2160,10,3840,2160,10,EEM
Buildings2.mp4,Buildings2_EEM_QP1.mp4,3.156571631833437,HLG,3840,2160,10,3840,2160,10,EEM
Buildings2.mp4,Buildings2_EEM_QP2.mp4,3.101874224982175,HLG,3840,2160,10,3840,2160,10,EEM
Buildings2.mp4,Buildings2_EEM_QP3.mp4,1.416533884712203,HLG,3840,2160,10,3840,2160,10,EEM
Buildings2.mp4,Buildings2_LTM_QP21_2910.mp4,4.479803291724498,HLG,3840,2160,10,3840,2160,10,LTM
Buildings2.mp4,Buildings2_LTM_QP38_4059.mp4,3.598630059377359,HLG,3840,2160,10,3840,2160,10,LTM
Buildings2.mp4,Buildings2_NNVC_QP27.mp4,4.315172010581091,HLG,3840,2160,10,3840,2160,10,NNVC
Buildings2.mp4,Buildings2_NNVC_QP42.mp4,4.078487140638046,HLG,3840,2160,10,3840,2160,10,NNVC
Buildings2.mp4,Buildings2_VTM_QP37.mp4,4.160137208289727,HLG,3840,2160,10,3840,2160,10,VTM
Buildings2.mp4,Buildings2_VTM_QP42.mp4,3.532735847251969,HLG,3840,2160,10,3840,2160,10,VTM
Buildings2.mp4,Buildings2_VTM_QP47.mp4,3.365510108406303,HLG,3840,2160,10,3840,2160,10,VTM
Chimera13_1000nit.mp4,Chimera13_1000nit_QP27_3316.mp4,4.378380332503936,PQ,3840,2160,10,3840,2160,10,LTM
Chimera13_1000nit.mp4,Chimera13_1000nit_QP37_3991.mp4,2.690498611175628,PQ,3840,2160,10,3840,2160,10,LTM
Chimera13_1000nit.mp4,Chimera13_1000nit_VTM_QP37.mp4,3.786319808775758,PQ,3840,2160,10,3840,2160,10,VTM
Chimera2_1000nit.mp4,Chimera2_1000nit_AVS3_r2.mp4,4.638466055711726,PQ,3840,2160,10,3840,2160,10,AVS
Chimera2_1000nit.mp4,Chimera2_1000nit_AVS3_r4.mp4,3.402833045381269,PQ,3840,2160,10,3840,2160,10,AVS
Chimera2_1000nit.mp4,Chimera2_1000nit_EEM_r4.mp4,1.053669287910925,PQ,3840,2160,10,3840,2160,10,EEM
Chimera2_1000nit.mp4,Chimera2_1000nit_LTM_r1.mp4,4.614894411013843,PQ,3840,2160,10,3840,2160,10,LTM
Chimera2_1000nit.mp4,Chimera2_1000nit_LTM_r2.mp4,4.589900566244586,PQ,3840,2160,10,3840,2160,10,LTM
Chimera2_1000nit.mp4,Chimera2_1000nit_LTM_r3.mp4,3.644559016128217,PQ,3840,2160,10,3840,2160,10,LTM
Chimera2_1000nit.mp4,Chimera2_1000nit_LTM_r4.mp4,2.541888046747476,PQ,3840,2160,10,3840,2160,10,LTM
Chimera3_1000nit.mp4,Chimera3_1000nit_AVS3_r3.mp4,4.332868969221324,PQ,3840,2160,10,3840,2160,10,AVS
Chimera3_1000nit.mp4,Chimera3_1000nit_EEM_r4.mp4,1.02571706422412,PQ,3840,2160,10,3840,2160,10,EEM
Chimera3_1000nit.mp4,Chimera3_1000nit_LTM_r1.mp4,4.867709689473448,PQ,3840,2160,10,3840,2160,10,LTM
Chimera4_1000nit.mp4,Chimera4_1000nit_AVS3_r1.mp4,4.542548094830501,PQ,3840,2160,10,3840,2160,10,AVS
Chimera4_1000nit.mp4,Chimera4_1000nit_AVS3_r2.mp4,4.630075550803915,PQ,3840,2160,10,3840,2160,10,AVS
Chimera4_1000nit.mp4,Chimera4_1000nit_AVS3_r4.mp4,2.972275917997013,PQ,3840,2160,10,3840,2160,10,AVS
Chimera4_1000nit.mp4,Chimera4_1000nit_AlphaVC-P_r4.mp4,1.471372253287658,PQ,3840,2160,10,3840,2160,10,AlphaVC-P
Chimera4_1000nit.mp4,Chimera4_1000nit_LTM_r1.mp4,4.304807442114497,PQ,3840,2160,10,3840,2160,10,LTM
Chimera4_1000nit.mp4,Chimera4_1000nit_NNVC_r1.mp4,4.835430125701135,PQ,3840,2160,10,3840,2160,10,NNVC
Chimera4_1000nit.mp4,Chimera4_1000nit_NNVC_r4.mp4,2.175179830662975,PQ,3840,2160,10,3840,2160,10,NNVC
Chimera4_1000nit.mp4,Chimera4_1000nit_VTM_QP40.mp4,2.436776853353875,PQ,3840,2160,10,3840,2160,10,VTM
Coffee1.mp4,Coffee1_AVS3_QP36.mp4,4.175616008944053,HLG,3840,2160,10,3840,2160,10,AVS
Coffee1.mp4,Coffee1_AVS3_QP40.mp4,3.620135425631493,HLG,3840,2160,10,3840,2160,10,AVS
Coffee1.mp4,Coffee1_AVS3_QP44.mp4,2.880845428650658,HLG,3840,2160,10,3840,2160,10,AVS
Coffee1.mp4,Coffee1_AVS3_QP48.mp4,2.313365409516825,HLG,3840,2160,10,3840,2160,10,AVS
Coffee1.mp4,Coffee1_AlphaVC-P_QP2.mp4,4.2658393632504,HLG,3840,2160,10,3840,2160,10,AlphaVC-P
Coffee1.mp4,Coffee1_AlphaVC-P_QP3.mp4,4.137371138362255,HLG,3840,2160,10,3840,2160,10,AlphaVC-P
Coffee1.mp4,Coffee1_AlphaVC-P_QP4.mp4,3.172350500538265,HLG,3840,2160,10,3840,2160,10,AlphaVC-P
Coffee1.mp4,Coffee1_DCVC-RT_QP0.mp4,1.251436332493243,HLG,3840,2160,10,3840,2160,10,DCVC-RT
Coffee1.mp4,Coffee1_DCVC-RT_QP21.mp4,3.532919589570013,HLG,3840,2160,10,3840,2160,10,DCVC-RT
Coffee1.mp4,Coffee1_DCVC-RT_QP27.mp4,3.73630994770174,HLG,3840,2160,10,3840,2160,10,DCVC-RT
Coffee1.mp4,Coffee1_DCVC-RT_QP42.mp4,4.155029919914915,HLG,3840,2160,10,3840,2160,10,DCVC-RT
Coffee1.mp4,Coffee1_EEM_QP0.mp4,4.24798615371296,HLG,3840,2160,10,3840,2160,10,EEM
Coffee1.mp4,Coffee1_EEM_QP2.mp4,3.410684387202624,HLG,3840,2160,10,3840,2160,10,EEM
Coffee1.mp4,Coffee1_EEM_QP3.mp4,2.203364496227873,HLG,3840,2160,10,3840,2160,10,EEM
Coffee1.mp4,Coffee1_LTM_QP21_2910.mp4,4.816119032977726,HLG,3840,2160,10,3840,2160,10,LTM
Coffee1.mp4,Coffee1_LTM_QP38_4059.mp4,2.466838059678174,HLG,3840,2160,10,3840,2160,10,LTM
Coffee1.mp4,Coffee1_NNVC_QP27.mp4,4.257500589013212,HLG,3840,2160,10,3840,2160,10,NNVC
Coffee1.mp4,Coffee1_NNVC_QP42.mp4,4.347843087204652,HLG,3840,2160,10,3840,2160,10,NNVC
Coffee1.mp4,Coffee1_VTM_QP32.mp4,3.24094537903807,HLG,3840,2160,10,3840,2160,10,VTM
Coffee1.mp4,Coffee1_VTM_QP35.mp4,4.682629869204809,HLG,3840,2160,10,3840,2160,10,VTM
Coffee1.mp4,Coffee1_VTM_QP42.mp4,1.970590999885452,HLG,3840,2160,10,3840,2160,10,VTM
DroneShowEnding.mp4,DroneShowEnding_AVS3_QP44.mp4,4.271921771153168,HLG,3840,2160,10,3840,2160,10,AVS
DroneShowEnding.mp4,DroneShowEnding_AlphaVC-P_QP3.mp4,3.54933447415104,HLG,3840,2160,10,3840,2160,10,AlphaVC-P
DroneShowEnding.mp4,DroneShowEnding_AlphaVC-P_QP4.mp4,2.919893514287887,HLG,3840,2160,10,3840,2160,10,AlphaVC-P
DroneShowEnding.mp4,DroneShowEnding_AlphaVC-P_QP5.mp4,2.086969010165221,HLG,3840,2160,10,3840,2160,10,AlphaVC-P
DroneShowEnding.mp4,DroneShowEnding_DCVC-RT_QP6.mp4,3.259443836084495,HLG,3840,2160,10,3840,2160,10,DCVC-RT
DroneShowEnding.mp4,DroneShowEnding_DCVC_QP0.mp4,2.003444230673311,HLG,3840,2160,10,3840,2160,10,DCVC-RT
DroneShowEnding.mp4,DroneShowEnding_DCVC_QP13.mp4,3.526826541257508,HLG,3840,2160,10,3840,2160,10,DCVC-RT
DroneShowEnding.mp4,DroneShowEnding_DCVC_QP25.mp4,4.2567843867263,HLG,3840,2160,10,3840,2160,10,DCVC-RT
DroneShowEnding.mp4,DroneShowEnding_DCVC_QP38.mp4,4.384648372914447,HLG,3840,2160,10,3840,2160,10,DCVC-RT
DroneShowEnding.mp4,DroneShowEnding_EEM_QP2.mp4,3.436949234627163,HLG,3840,2160,10,3840,2160,10,EEM
DroneShowEnding.mp4,DroneShowEnding_EEM_QP3.mp4,2.520086591446449,HLG,3840,2160,10,3840,2160,10,EEM
DroneShowEnding.mp4,DroneShowEnding_NNVC_QP42.mp4,3.814883998200298,HLG,3840,2160,10,3840,2160,10,NNVC
DroneShowEnding.mp4,DroneShowEnding_QP35_3856.mp4,3.968816068793581,HLG,3840,2160,10,3840,2160,10,LTM
DroneShowEnding.mp4,DroneShowEnding_QP37_3991.mp4,3.629976981887637,HLG,3840,2160,10,3840,2160,10,LTM
DroneShowEnding.mp4,DroneShowEnding_QP42_4329.mp4,3.155737742168249,HLG,3840,2160,10,3840,2160,10,LTM
DroneShowEnding.mp4,DroneShowEnding_QP47_4667.mp4,1.776597625093765,HLG,3840,2160,10,3840,2160,10,LTM
DroneShowEnding.mp4,DroneShowEnding_VTM_QP37.mp4,4.414292897876196,HLG,3840,2160,10,3840,2160,10,VTM
DroneShowEnding.mp4,DroneShowEnding_VTM_QP42.mp4,4.054834191618683,HLG,3840,2160,10,3840,2160,10,VTM
DroneShowEnding.mp4,DroneShowEnding_VTM_QP47.mp4,2.949256675172412,HLG,3840,2160,10,3840,2160,10,VTM
Fountain2.mp4,Fountain2_AVS3_QP36.mp4,4.438350975088858,HLG,3840,2160,10,3840,2160,10,AVS
Fountain2.mp4,Fountain2_AVS3_QP44.mp4,3.757142641419755,HLG,3840,2160,10,3840,2160,10,AVS
Fountain2.mp4,Fountain2_AVS3_QP48.mp4,3.167706453483162,HLG,3840,2160,10,3840,2160,10,AVS
