ref_name,dis_name,mos,trc,ref_width,ref_height,ref_bits,dis_width,dis_height,dis_bits,codec
Buildings2.mp4,Buildings2_AVS3_QP40.mp4,4.496046376046191,HLG,3840,2160,10,3840,2160,10,AVS
Buildings2.mp4,Buildings2_AVS3_QP44.mp4,4.401615269785199,HLG,3840,2160,10,3840,2160,10,AVS
Buildings2.mp4,Buildings2_AVS3_QP48.mp4,4.00215759943179,HLG,3840,2160,10,3840,2160,10,AVS
Buildings2.mp4,Buildings2_DCVC-RT_QP0.mp4,1.914827036678879,HLG,3840,2160,10,3840,2160,10,DCVC-RT
Buildings2.mp4,Buildings2_DCVC-RT_QP10.mp4,3.453114023792753,HLG,3840,2160,10,3840,2160,10,DCVC-RT
Buildings2.mp4,Buildings2_DCVC-RT_QP21.mp4,3.530725560277549,HLG,3840,2160,10,3840,2160,10,DCVC-RT
Buildings2.mp4,Buildings2_DCVC-RT_QP42.mp4,4.4641893067093,HLG,3840,2160,10,3840,2160,10,DCVC-RT
Buildings2.mp4,Buildings2_EEM_QP0.mp4,4.062378059075413,HLG,3840,2160,10,3840,2160,10,EEM
Buildings2.mp4,Buildings2_EEM_QP1.mp4,3.520791404796303,HLG,3840,2160,10,3840,2160,10,EEM
Buildings2.mp4,Buildings2_EEM_QP2.mp4,3.137620875797243,HLG,3840,2160,10,3840,2160,10,EEM
Buildings2.mp4,Buildings2_EEM_QP3.mp4,1.54126033848564,HLG,3840,2160,10,3840,2160,10,EEM
Buildings2.mp4,Buildings2_LTM_QP21_2910.mp4,4.61336197085402,HLG,3840,2160,10,3840,2160,10,LTM
Buildings2.mp4,Buildings2_LTM_QP38_4059.mp4,3.22875039187874,HLG,3840,2160,10,3840,2160,10,LTM
Buildings2.mp4,Buildings2_NNVC_QP27.mp4,4.703698389034223,HLG,3840,2160,10,3840,2160,10,NNVC
Buildings2.mp4,Buildings2_NNVC_QP42.mp4,3.670324299662302,HLG,3840,2160,10,3840,2160,10,NNVC
Buildings2.mp4,Buildings2_VTM_QP27.mp4,4.584682643339584,HLG,3840,2160,10,3840,2160,10,VTM
Buildings2.mp4,Buildings2_VTM_QP37.mp4,4.157481874096672,HLG,3840,2160,10,3840,2160,10,VTM
Buildings2.mp4,Buildings2_VTM_QP42.mp4,3.58817646878699,HLG,3840,2160,10,3840,2160,10,VTM
Buildings2.mp4,Buildings2_VTM_QP47.mp4,2.324639855941646,HLG,3840,2160,10,3840,2160,10,VTM
Chimera13_1000nit.mp4,Chimera13_1000nit_AVS3_QP36.mp4,4.309474988007297,PQ,3840,2160,10,3840,2160,10,AVS
Chimera13_1000nit.mp4,Chimera13_1000nit_AVS3_QP40.mp4,3.703820867706544,PQ,3840,2160,10,3840,2160,10,AVS
Chimera13_1000nit.mp4,Chimera13_1000nit_AVS3_QP44.mp4,3.479666748373504,PQ,3840,2160,10,3840,2160,10,AVS
Chimera13_1000nit.mp4,Chimera13_1000nit_AVS3_QP48.mp4,2.617152050658995,PQ,3840,2160,10,3840,2160,10,AVS
Chimera13_1000nit.mp4,Chimera13_1000nit_AlphaVC-P_QP1.mp4,4.456014388008281,PQ,3840,2160,10,3840,2160,10,AlphaVC-P
Chimera13_1000nit.mp4,Chimera13_1000nit_AlphaVC-P_QP2.mp4,4.142019375373004,PQ,3840,2160,10,3840,2160,10,AlphaVC-P
Chimera13_1000nit.mp4,Chimera13_1000nit_AlphaVC-P_QP3.mp4,3.410835409491598,PQ,3840,2160,10,3840,2160,10,AlphaVC-P
Chimera13_1000nit.mp4,Chimera13_1000nit_AlphaVC-P_QP4.mp4,2.917382720092144,PQ,3840,2160,10,3840,2160,10,AlphaVC-P
Chimera13_1000nit.mp4,Chimera13_1000nit_AlphaVC-P_QP5.mp4,1.771669502760444,PQ,3840,2160,10,3840,2160,10,AlphaVC-P
Chimera13_1000nit.mp4,Chimera13_1000nit_DCVC-RT_QP13.mp4,2.044849519662648,PQ,3840,2160,10,3840,2160,10,DCVC-RT
Chimera13_1000nit.mp4,Chimera13_1000nit_DCVC-RT_QP25.mp4,3.121262688614025,PQ,3840,2160,10,3840,2160,10,DCVC-RT
